vendorID;title;description;country;descr_type
157;"Wild Lust";;Россия;html
158;ZINI;"Корейская торговая марка Zini, известная сегодня как производитель стильных, качественных, функциональных и безопасных секс игрушек, была основана еще в 2003 году.   <br><br>История этого бренда начиналась с небольшой дистрибьюторской компании, которая специализировалась, главным образом, на он-лайн продажах продукции для взрослых от ведущих мировых производителей.   <br><br>К 2009 году компания накопила колоссальный опыт в сфере производства и реализации секс игрушек. С самых первых дней своей деятельности компания вела учет потребностей потребителей, выясняя, что именно желает видеть в секс игрушках и интимных аксессуарах конечный пользователь.   <br><br>Таким образом, к 2009 году на мировом рынке товаров для взрослых появился новый корейский бренд Zini. Сегодня, компания Zini известна далеко за пределами корейского рынка секс игрушек. Благодаря инновационному подходу к созданию товаров для взрослых, компания Zini предлагает своим покупателям действительно востребованную и популярную продукцию.   <br><br>Первый продукт под собственной торговой маркой компания Zini представила в октябре 2009 года.  С тех пор было выпущено несколько различных коллекций секс игрушек, каждая из которых уже успела завоевать популярность во многих странах мира. Теперь продукцию компании Zini можно найти в России.  <br><br>Под торговой маркой Zini на сегодняшний день выпускаются вагинальные и клиторальные вибростимуляторы, вибромассажеры для двоих, мастурбаторы и косметика для секса. Продукцию марки Zini можно легко узнать по невероятно стильному дизайну и футуристическому стилю.   <br><br>Для производства секс игрушек компания использует исключительно безопасные материалы, в частности медицинский силикон. Кроме того, все коллекции вибростимуляторов марки Zini являются водонепроницаемыми.";Корея;html
159;ENVY;;США;html
160;"NS Novelties";;США;html
161;"Fifty Shades of Grey";"<p>Поклонники известного романа Fifty shades of Grey («Пятьдесят оттенков серого») получили возможность примерить на себя роли загадочного Кристиана и наивной Анастасии. Вдохновившись горячими любовными сценами мегапопулярной трилогии, разработчики создали уникальную коллекцию интимной косметики и аксессуаров - Fifty shades of Grey. </p> <p>В неё вошли различные лубриканты, пролонгирующие, возбуждающие и успокаивающие крема, массажные масла и масла для ванны, стимуляторы и вибромассажёры для вагинальных и анальных ласк, а также БДСМ-девайсы – от наручников и масок на глаза до плетей и стеков. Каждая из этих вещиц призвана привнести в интимную близость ещё больше романтики, чувственности… и боли. </p> <p>Стоит отметить, что Эл.Джеймс - автор нашумевшего любовного романа - одобрила каждое косметическое средство и каждую секс-игрушку! Хочется сильных ощущений, как в книге? С коллекцией Fifty shades of Grey всё может быть даже лучше! </p>";Великобритания;html
162;Sqweel;;Великобритания;html
163;"System JO";;США;html
165;Bathmate;;Великобритания;html
166;"Nexus Range";;Великобритания;html
167;MyStim;;Германия;html
168;Tenga;"<p>Секс-игрушки от японской компании Tenga, пожалуй, - одни из самых узнаваемых в мире. Дизайнеры сделали ставку на уникальный внешний вид и разработали стимуляторы для мужчин, совершенно не похожие на женские прелести – космические, футуристические, но только не реалистичные. </p>  <p>Мастурбаторы с фантастическими рельефами любовных тоннелей открывают потребителю безграничные возможности для фантазии. Именно это сделало секс-игрушки от Тенга такими популярными и обеспечило компании порядка 3 миллионов новых покупателей в год. </p>  <p>А как же женщины? В последний год специалисты Tenga сделали шаги и в этом направлении. Виброшары VI-BO, вибростимуляторы IROHA…  и это только начало! В ближайшее время ожидается появление новых «женских» серий стимуляторов для чувственного массажа самых нежных местечек. </p>";Япония;html
169;KeepBurning;;Австрия;html
170;Rocks-Off;;Великобритания;html
171;"ID lubricants";;США;html
172;Swede;;Швеция;html
173;Lovetoy;;Китай;html
174;"Luna Veneziana";"Уникальные венецианские металлические маски.";Италия;html
175;"Hot Octopuss";;Великобритания;html
176;"Je Joue";;Великобритания;html
177;Tickler;;Швеция;html
178;Orion;;Германия;html
179;Viamax;;Швеция;html
183;Gmi-x;;Великобритания;html
184;"Sharon Sloane";;Китай;html
185;"Joy Division";;Германия;html
186;Ree;;Нидерланды;html
187;"Rene Rofe";;США;html
188;Roxana;;Польша;html
189;"Blush Novelties";;США;html
190;Sitabella;"<p>ООО «СК-Визит», выпускающее товары медицинского и эротического назначения под брендом Sitabella, было основано в Армавире Краснодарского края в 2003 году. Изначально компания была ориентирована на производство средств защиты и насадок из латекса, но со временем расширила список своей продукции БДСМ-атрибутами и секс-игрушками. </p> <p>В настоящее время ассортимент «СК-Визит» насчитывает более 500 наименований, и эта цифра ежегодно растёт. Наручники, оковы, кляпы, маски, ошейники, ударные девайсы, трусики и прочие приспособления для фиксации насадок Харнесс, вагинальные шарики, удлиняющие и стимулирующие насадки, презервативы… Семейные пары, одинокие экспериментаторы и поклонники БДСМ-игр без труда найдут среди этого изобилия интимных товаров те, что разнообразят их сексуальную жизнь. </p> <p>Для производства БДСМ-девайсов используется натуральная кожа, искусственная кожа, пластик без добавления фталатов, латекс, пенистый неопрен и прозрачная плёнка из поливинилхлорида. Многие модели выпускаются в нескольких цветовых решениях – чтобы угодить самому взыскательному покупателю. </p>";Россия;html
191;JOJO;;Нидерланды;html
192;"Zero Tolerance";;США;html
193;"Candy Boy";;Китай;html
194;"БДСМ Арсенал";;Россия;html
196;"R&S GmbH";;Германия;html
197;Erokay;;Китай;html
198;JuJu;;Россия;html
199;"Lola Lingerie";;Россия;html
202;Obsessive;"<p>Эротическое бельё польского бренда Obsessive – одно из самых узнаваемых как в Европе, так и в России. Оно продаётся более чем в 40 странах мира и заслужило признание сотен тысяч женщин (и, конечно, их поклонников). Благодаря продуманному дизайну и высокому качеству пошива бренд Obsessive не раз получал престижные награды – Gazele Biznesu, Laur Konsumenta 2015, Consumer Quality Leader of 2014 и др. </p> <p>Ассортимент белья Obsessive – сорочки, кэтсьюиты, корсажи, чулки, колготы, комплекты, боди – представлен в рамках трёх коллекций: Fun, Spicy и Sexy. Каким бы ни был ваш выбор, можете быть уверены - модели, каждая из которых служит воплощением сексуальности и женственности, позволят вам почувствовать себя красивой и желанной! </p>";Польша;html
203;"Leg Avenue";;США;html
204;"Maison Close";;Франция;html
205;"Seven`til Midnight";"<p>Seven til Midniht - известный американский производитель эротичного белья и игровых костюмов. В его ассортименте можно выделить несколько основных направлений: <ul><li>Эротичное белье - комплекты, воздушные сорочки, корсеты, подчеркивающие линии тела, боди, которые можно даже надевать вместо топа.</li> <li>Пижамы - из тончайшего атласа, струящиеся, обволакивающие, максимально комфортные для сна.</li> <li>Пеньюары и халатики - полупрозрачные модели, позволяющие лишь угадывать очертания фигуры.</li> <li>Аксессуары - дополняющие образ и придающие ему завершенность. Это и чулочки с разнообразными резинками, и колготки со стрелкой сзади, и кружевные пояса, атласные и сетчатые перчатки, трусики на завязках и даже леггинсы из цветочного кружева.</li> <li>И, конечно, игровые костюмы - именно на них сделан основной акцент компании. Среди моделей можно выбрать наряд для любого случая, будь то свадьба, день всех влюбленных или просто особое свидание.</li></ul></p>";США;html
206;"Coquette Int";"<p>Coquette - всемирно известный канадский производитель эротичного белья с многолетней историей и широким ассортиментом. Разнообразие моделей порадует как любительниц нежных романтичных образов, так и тех, кому нравится  погорячее .</p> <p>Белье и игровые костюмы от Coquette делятся на несколько коллекций, каждая из которых оформлена в определенном стиле: <ul><li><strong>Main Collection</strong> - классическое сочетание благородных насыщенных цветов и роскошных фактур атласа и кружева.</li> <li><strong>Kissable</strong> - нежные кружевные сорочки и беби-долл и целый ряд игровых костюмов - от платья тигрицы до униформы горничной. Модели коллекции Kissable упакованы в милые коробочки.</li> <li><strong>Darque</strong> - дерзкие корсеты, платья и аксессуары. Белье из этой серии выполнено из материала, имитирующего винил и натуральную кожу.</li> <li><strong>Spring & Summer </strong>- яркие корсеты и сорочки из легкого нежного кружева и мягкой сеточки.</li> <li><strong>Spellbound</strong> - модели, схожие с Main Collection, но дополненные лентами для связывания.</li> <li><strong>La Petite</strong> - чулочки, трусики, кружевные пояса для создания завершающего штриха в образе.</li></ul></p> <p>Среди роскошных моделей Coquette каждая девушка выберет для себя что-то интересное.</p>";Канада;html
207;BlueLine;;США;html
208;Womanizer;;Германия;html
209;Wicked;;США;html
210;"Hollywood Curves";;США;html
211;"Erotic Fantasy";"<p>Швейцарская компания Erotic Fantasy была основана в 2007 году. За годы своей деятельности она прошла путь от дистрибьютора товаров интимного назначения до производителя секс-игрушек и beauty-аксессуаров под брендом Erotic Fantasy.</p>  <p>В настоящее время продукция Erotic Fantasy, а это стимуляторы для пар, БДСМ-девайсы, интимные украшения, лубриканты и товары для красоты, успешно продаётся как в Европе, так и за её пределами. Поклонники этой марки есть и в России.</p>";Швейцария;html
212;"XR Brands";;США;html
213;"Allure Lingerie";;Канада;html
214;"Magic Wand";;Китай;html
215;"Forplay Lingerie";;США;html
216;Anasteisha;;Нидерланды;html
217;"Revel Body";;США;html
218;"Screaming O";;США;html
219;Passion;;Польша;html
220;"Mae B";;Канада;html
221;"Lola toys";;Россия;html
222;"Steel Power Tools";;Китай;html
223;Toyz4lovers;"<p>Toyz4lovers от MSX International – линейка секс-игрушек для мужчин, женщин и пар, которые отличаются высоким качеством исполнения и доступной ценой. Мало того, каждый стимулятор – воплощение тех форм и параметров, которые особенно ценят в игрушках покупатели интернет-магазинов. </p> <p>Продуманный дизайн, отменный функционал, использование безопасных для здоровья материалов, стильная упаковка – такой подход обеспечил компании несколько престижных наград – «Новый бренд игрушек-2011» на EroFame, «Лучшая маркетинг-компания- 2012», «Новичок года-2012». </p> <p>На сегодняшний день ассортимент Toyz4lovers представлен 13 коллекциями, каждая из которых точно заслуживает вашего внимания. </p>";Италия;html
224;"BMS Factory";;Канада;html
227;VNEW;;США;html
228;X-TOY;;Великобритания;html
229;Kanikule;;Великобритания;html
230;O`VIE;;Германия;html
232;AirBee;;Корея;html
233;"Magic Motion";;Китай;html
234;SPRING;"<p>SPRING – это бренд, который говорит с молодыми людьми на одном языке, вдохновляет на эксперименты и в то же время через сам продукт стимулирует заботиться о своём здоровье и безопасности, не забывать включать голову даже в самые эмоциональные моменты.</p>  <p>Качество продукции соответствует самым высоким мировым стандартам безопасности и надёжности, производство размещено на ведущих производственных площадках мира.</p>";Нидерланды;html
235;Gartelle;;Таиланд;html
236;JoyDrops;;Турция;html
237;Xuanai;;Китай;html
238;"Electric Shoes";;США;html
239;"Hustler Shoes";;США;html
240;LuxLab;;США;html
241;Anais;;Польша;html
242;"Classic Erotica";;США;html
245;Сима-Ленд;;Россия;html
246;Homido;;Китай;html
247;Kanpo;;Китай;html
248;ДСМ;;Россия;html
249;Elisex;;Великобритания;html
250;Xise;;Китай;html
251;O-Products;;Нидерланды;html
252;Liberator;;США;html
253;"Closet Collection";;США;html
254;H8ZE;;Китай;html
255;Chilirose;;Польша;html
256;"Fun Toys";;Великобритания;html
257;HiBall;;Китай;html
258;"Loving World";;Китай;html
259;"Empire Labs";;США;html
260;"Hot Secret";;Россия;html
261;"Potential 69";;Россия;html
262;Nalone;;Китай;html
263;Demoniq;;Польша;html
264;Lovense;;Китай;html
265;Ganzo;;Великобритания;html
266;Okamoto;;Япония;html
267;MensDreams;;Россия;html
268;"Be Wicked";;США;html
269;LoversPremium;;Нидерланды;html
270;Cocolicious;;США;html
271;"Xsensual Lingerie";;Польша;html
272;"Издательство EroQuest";;Россия;html
273;Unilatex;;Испания;html
274;"Элементы питания";;Китай;html
275;4sexdreaM;;Китай;html
276;Splashglide;"Немецкая компания Lubry GmbH специализируется на производстве медицинских лубрикантов, косметических средств и материалов для очищения. Среди всей выпускаемой продукции от Lubry наибольшую популярность снискала линейка лубрикантов под брендом Splashglide.  Сделано в Германии  — весомый аргумент в пользу Splashglide от Lubry GmbH.";Германия;html
277;ImToy;"<p>IMTOY Inc. – относительно молодая компания, ориентированная на разработку и производство инновационных товаров интимного назначения. Основанная в США в 2012 году, она уже сумела прославиться благодаря таким продуктам, как мастурбатор Piu и вагинальный шарик Candy. </p> <p>Все секс-игрушки IMTOY синхронизируются со смартфоном, перезаряжаемы, производятся из гипоаллергенного, шелковистого на ощупь силикона и поставляются в стильных подарочных коробках. IMTOY – яркие эмоции и непередаваемые ощущения, специально для вас! </p>";США;html
279;Cloneboy;;Нидерланды;html
280;Kiiroo;;Нидерланды;html
281;"Kiss me";;Нидерланды;html
282;Lubrix;;Франция;html
283;RUF;;Франция;html
284;Feelztoys;;Нидерланды;html
285;XLsucker;;Нидерланды;html
286;Erolution;;Германия;html
287;Energizer;;США;html
288;Taboom;;Нидерланды;html
289;Pheromax;;Германия;html
290;"Bijoux Indiscrets";;Испания;html
291;"Media Craft Inc.";;Япония;html
292;Autoblow;;США;html
293;Crave;;США;html
294;"Nomi Tang";;Великобритания;html
295;"Пикантные штучки";;Россия;html
296;Veneziana;"<p>Продукция Veneziana - это сочетание изысканного стиля с качеством и дизайном на самом высоком уровне. Бренд в течение 20 лет присутствует в Польше, следует за тенденциями в моде, однако не забывает и о классике. Для поклонников модных и оригинальных моделей Veneziana каждый сезон предлагает коллекции колготок, чулок, гетр, носков и гольф с уникальным дизайном и расцветками. </p> <p>Качество, инновационный дизайн и богатая цветовая палитра получили признание среди клиентов компании. Вот почему Veneziana является одним из лидеров рынка чулочно-носочных изделий в Польше, а также в странах Европейского Союза и на восточных рынках, где продукты Veneziana пользуются неослабевающей популярностью на протяжении многих лет.</p>";Польша;html
297;b-Vibe;;США;html
298;Фужуйши;;Россия;html
299;КомФарм;;Россия;html
300;Виктория-Райт;;Россия;html
301;РеалКапс;;Россия;html
302;"Vedic V-Tight";;Индия;html
303;"ФИТО ПРО";;Россия;html
304;Оникс;;Россия;html
305;"Идель Групп";;Россия;html
306;Satisfyer;;Германия;html
307;Eroticon;;Россия;html
308;ВИС;;Россия;html
310;Lexy;;Китай;html
311;"Вселенная здоровья";;Россия;html
312;Парафарм;;Россия;html
313;"Витаминный рай";;Россия;html
314;Фармтех;;Россия;html
315;Фулибао;;Россия;html
316;"Мистер ИКС Трейд";;Россия;html
317;МАМИ;;Россия;html
318;Восток;;Россия;html
320;Капиталпродукт;;Россия;html
321;Fever;"<p>Fever - британский бренд эротического белья и аксессуаров, основанный в 2008 году в связи с ростом спроса клиентов, желающих выглядеть погорячее. Коллекция Fever создана, чтобы клиенты могли почувствовать веселье и приятное волнение уже во время подготовки к классной вечеринке. </p>  <p>Белье, парики, чулки и прочие аксессуары Fever отличает стиль и индивидуальность. Fever предлагает все, что нужно для стильных вечеринок. С коллекцией Fever вы будете хорошо выглядеть и отлично себя чувствовать!</p>";Великобритания;html
322;"Me Seduce";;Польша;html
323;Swoon;"<p>Swoon (в переводе с англ.яз. - обморок) - коллекция секс-игрушек, массажных масел, бальзамов и свечей, на создание которой британских дизайнеров вдохновил стиль ретро. Она предназначена для повышения вашего интимного удовольствия, улучшения качества сексуальной жизни. Добавьте новое измерение любви с Swoon!</p>";Великобритания;html
324;"Motley Crue";"<p>Это официальная коллекция мощных вибраторов - как маленьких, так и больших - от культовой глэм-рок группы Motley Crue, известной помимо своего музыкального творчества эпатажными выходками и бесконечными авантюрами с женщинами.</p>";Великобритания;html
326;"HOT planet";;Россия;html
327;"House of steel";;Пакистан;html
328;Softex;;Германия;html
329;"Hanger strips";;Россия;html
330;"Adrien Lastic";;Испания;html
331;"Erotist Lubricants";;Россия;html
332;"The Rabbit Company";;США;html
333;Rebelts;;Россия;html
334;Алтэя;;Россия;html
335;Eska;"<p>Ёska – один из немногих органических лубрикантов в ассортименте нашего магазина и единственный, что произведён на территории СНГ. Сделанный в Беларуси, он не имеет российских аналогов и, благодаря почти вдвое меньшей стоимости, успешно конкурирует с продукцией известных брендов из США и Европы. </p>  <p>Практически полностью (на 98,9%) Ёska состоит из растительных компонентов и сертифицированного органического сырья. В его составе нет парабенов, продуктов нефтепереработки, искусственных ароматизаторов, сахаров и, что особенно важно, глицерина. Именно этот популярный компонент интимных смазок способствует развитию дрожжевых инфекций (кандидоза) у женщин.</p>  <p>Ёska обеспечивает отличное скольжение, интенсивно увлажняет чувствительную кожу и слизистые интимных органов, устраняет сухость и дискомфорт, не имеет вкуса и запаха, съедобен, не оставляет чувства липкости на коже, не требует смывания, совместим с презервативами и секс-игрушками, подходит для ежедневного использования и всех видов секса. Ёska – интимный лубрикант, созданный для любви!</p>";Беларусь;html
336;Erotist;;Россия;html
337;"Mister B";;Нидерланды;html
338;"VR BOX";;Китай;html
339;LuxeLuv;;США;html
340;"Men sMax";"<p>Бренд Men’sMax был зарегистрирован японской компанией Enjoy Toys Company Limited в 2011 году и до начала 2017 года не был представлен на российском рынке. Вся продукция Men’sMax, а это презервативы, лубриканты и «продвинутые» мастурбаторы, производится на собственном заводе компании в Японии и отвечает высочайшим стандартам качества.</p>  <p>Материал PureRial, из которого изготавливаются все мастурбаторы Men’sMax, запатентован Enjoy Toys Company Limited и на сегодняшний день не имеет аналогов. Супер эластичный, нежный, как девичья кожа, и износостойкий, он лёгок в формовке: мужские игрушки для фаллостимуляции этого бренда отличаются впечатляющим внутренним рельефом.</p>  <p>Ещё одна разработка компании – пропитка +Wetch. Для использования мастурбаторов с отметкой +Wetch на упаковке не нужны лубриканты: при взаимодействии с водой любовный тоннель покрывается скользким слоем. По своей текстуре и смазывающим свойствам он похож на естественную женскую смазку. </p>";Япония;html
341;WANAME;;Нидерланды;html
343;"Dolce Piccante Lingerie";;Италия;html
344;Lolitta;;Польша;html
345;RestArt;;Россия;html
346;"Kama Sutra";;США;html
347;Motorhead;"<p>Mötorhead - одна из крупнейших рок-групп в мире, выпустившая 21 студийный альбом и бесчисленные синглы, включая хиты «Ace of Spades» и «Overkill». Официальная коллекция удовольствий Mötorhead может похвастать двумя пулями и двумя классическими вибраторами торпедной формы, украшенными знаковым логотипом и названием группы. Эти девайсы обеспечат ту силу и удовольствие, которых вы ожидаете.</p>";Великобритания;html
348;"ФармОушен Лаб.";;Россия;html
350;"Dame Products";"<p>По признанию Алекс и Дженет – соучредителей Dame Products, их компания создана для того, чтобы явить миру поистине феноменальные секс-игрушки. И первой разработкой стала Eva – компактный вибромассажёр для клитора, который не нужно удерживать руками во время ласк. Прелестные молодые предпринимательницы, одна из которых получила степень магистра в области клинической психологии в Колумбийском университете, а вторая – степень магистра в области машиностроения в Массачусетском технологическом институте,  считают, что Eva – лишь начало линейки продуманных, инновационных и высококачественных стимуляторов для пар. «Мы думаем, что секс-игрушки обязаны удовлетворять реальные потребности реальных женщин. Мы начинаем наш процесс проектирования с фокус-групп и научных исследований, а не с разработки яркой упаковки и привлекательного дизайна». </p>";США;html
351;Idoll;;Италия;html
352;Stimul8;"<p>Stimul8 - это аптечный бренд, выпускающий всё необходимое для страстных ночей: начиная от высококачественных интимных смазок и кремов до стимулирующих сексуальное желание пилюль. Вся продукция выполнена из безопасных, ухаживающих за кожей ингредиентов, гарантирующих вам  незабываемую сессию интимных исследований. Откройте для себя продукты Stimul8 и погрузитесь в мир плотских удовольствий, которые предлагает эта марка с лучшим соотношением «цена-качество».</p>";Нидерланды;html
353;Bodywand;"<p>Ассортимент секс-игрушек торговой марки Bodywand преимущественно состоит из вибраторов типа wand – жезлов с закруглённой головкой на гибком стержне. Такая форма гарантирует очень мощное воздействие при соприкосновении массажёра с областью клитора и половых губ, с сосками, а также с другими эрогенными зонами женского тела. Мини-версии Bodywand идеальны для путешествий: ничто не помешает вам погрузиться в экстаз, даже будучи далеко от любимого человека. Разнообразные насадки расширяют возможности массажёров Bodywand: делают их идеальным решением для анальной стимуляции, массажа точки G и P.</p>";США;html
354;"Perfect Fit Brand";"<p>Американская компания Perfect Fit Brand Inc. была основана в 2011 году и за первые годы существования завоевала множество престижных наград, в числе которых «XBIZ s 2016 Male Pleasure Products Company Year». Успех компании был предопределён, ведь с самого начала команды инженеров и дизайнеров из США и Канады были нацелены на создание ультрасовременных и новаторских продуктов, не похожих ни на какие другие. По словам Стива Кэллоу, генерального директора Perfect Fit Brand Inc., есть только один уровень исполнения, соответствующий  стандартам компании – потрясающе! </p>";США;html
355;"Monkey Spanker";"<p>Monkey Spanker – это нечто совершенно уникальное на мировом рынке секс-игрушек. Стимулятор представляет собой «ракетку» с отверстием в широкой части. Выстланное эластичным гофрированным материалом (real feel), оно предназначено для стимуляции пениса во время мастурбации или сексуальной близости. Движение гофры по стволу члена дарит ни с чем не сравнимые ощущения и лучшие оргазмы! В линейке мастурбаторов Monkey Spanker есть и вибрирующие модели – для максимально сильных сексуальных переживаний.</p>";Великобритания;html
356;AndroPlus;"<p>Прибор AndroPlus – уникальная разработка британской компании Lucister Services, в штат которой входят ведущие специалисты в области биологии, антропологии и медицины. Компания занимается разработкой медицинских аппаратов, и AndroPlus стал самым успешным проектом Lucister Services (по крайней мере, на сегодня).  При создании этого экстендера были учтены все достоинства и недостатки моделей конкурентов – для того, чтобы получить лучший и совершенный продукт. Максимально простой в использовании и эффективный, AndroPlus является одним из самых раскупаемых в мире приборов для увеличения пениса. </p>";Великобритания;html
357;"Plaisir Secret";;Франция;html
358;Starbust;;Франция;html
359;"Fashion Secret";;Франция;html
360;"Anne d Alès";;Франция;html
361;Drilldo;;США;html
362;"Le Wand";;США;html
363;Abia;;Гонконг;html
364;Zolo;;США;html
365;"Biological Technology Co.";;Китай;html
366;"Yxaiio GmbH";;Австрия;html
367;Beileisi;;Китай;html
368;"Gun Oil";;США;html
369;Erasexa;;Россия;html
370;"Color Z";;Россия;html
371;"White Label";;Китай;html
383;"Pleasure Lab";;Россия;html
384;"Monster Drops";;Китай;html
385;Luxlite;;Россия;html
386;Atomic;;Китай;html
387;Maia;;Китай;html
388;Vandersex;;Россия;html
389;REALOV;;Китай;html
392;ИнтелБИО;;Россия;html
393;joyboxx;;США;html
394;VIBOKIT;;Нидерланды;html
395;"Ванильный рай";;Россия;html
396;MJANU;;Китай;html
397;"Play Star";;Китай;html
398;ChocoLovers;;Россия;html
399;"Femme Fatale";;Россия;html
400;"Romeo Rossi";;Гонконг;html
401;LatexAS;;Германия;html
402;Fiore;;Польша;html
403;Pink;;США;html
404;"Crazy Girl";;США;html
405;Lingox;;Испания;html
406;"L Amourose";;Великобритания;html
407;Levett;;Китай;html
408;JULEJU;;Россия;html
409;"Minna Life";;США;html
410;A-toys;"<p>Секс-игрушки из коллекции A-toys от ToyFa – тот самый must have, которому найдётся место в вашей прикроватной тумбочке. Каждая вещица – от вакуумной помпы до хай-тек вибромассажёра – сочетает в себе высокое качество, удобство использования и, что немаловажно, стоит дешевле аналогов именитых брендов. Если вы хотите пополнить свою интимную коллекцию чем-нибудь интересным, обратите внимание на игрушки A-toys. Среди небольшого, но актуального ассортимента вы всегда отыщете предмет для волнующих ощущений.</p>";Китай;html
411;Evora;;Беларусь;html
412;BlowYo;;Великобритания;html
413;EGZO;"<p>EGZO – это фаллоимитаторы высокого качества, которые призваны дарить истинное удовлетворение, хорошее настроение и крепкое здоровье. Каждый интимный массажер упакован  в  индивидуальную  «EGZOтическую»  коробку  с  откидывающейся  крышкой,   которая  пикантно скрывает сам товар. В линейке EGZO множество разновидностей  фаллоимитаторов, в том числе совершенно уникальный экземпляр с усиками у головки.</p>";Великобритания;html
484;Shibari;;Китай;html
485;Uberlube;;США;html
486;"SayberX Inc.";;США;html
488;Romfun;;Китай;html
490;Xinlv;;Китай;html
494;Pornhub;;Великобритания;html
502;YESforLOV;;Франция;html
505;БиоМед;;Россия;html
506;Gabriella;;Польша;html
507;"Beauty Night";;Польша;html
508;Real;;Россия;html
509;CowGirl;;США;html
510;"Broad City";;Великобритания;html
511;АйМикс;;Россия;html
512;Coochy;;США;html
513;MOYTOY;;Китай;html
514;"Посох Али Платинум";;Малайзия;html
516;Doreanse;;Турция;html
517;S-HANDE;;Китай;html
520;Indeep;;Нидерланды;html
521;Cobeco;;Нидерланды;html
526;LoveMachines;;Китай;html
527;"Simply Sexy";;США;html
528;JOS;;Китай;html
529;Minx;;Великобритания;html
530;"Body Boudoir";;США;html
531;Max4Men;;США;html
532;"Love in Luxury";;США;html
533;"Bijoux Pour Toi";;Франция;html
534;Norddiva;;Турция;html
539;"Tokyo Design";;Китай;html
542;Elawin;;Турция;html
544;Штучки-дрючки;;Россия;html
557;"Coquette Revue";"<p>Изысканное нижнее белье французской торговой марки Coquette Revue впервые появилось на российском рынке в 2011 году. Поскольку ассортимент был представлен моделями как для стройных девушек, так и для прелестниц с пышными формами, бренд вскоре стал широко узнаваем и завоевал армию поклонниц. В коллекциях белья Coquette Revue даже самая требовательная покупательница легко отыщет модель бюстгальтера, отвечающего всем её запросам. Широкий модельный ряд, потрясающее по своей красоте кружево, разнообразие поддерживающих конструкций, нежная изысканная вышивка… Coquette Revue – выбор для разной тебя!</p>";Франция;html
558;"Enjoy toys";;Япония;html
560;Fifi;;Турция;html
561;ФлешНаш;;Россия;html
562;Genmu;;Япония;html
563;"Pure Instinct";;США;html
564;"Pornstar Pussy";;США;html
568;Sinjoys;;Китай;html
569;"Rosa Rugosa";;Китай;html
570;"Adam s secret";;США;html
571;"Viva La Donna";"<p>Viva La Donna – это молодая российская компания, выпускающая ассортимент в трех направлениях. Это боди-блузки для повседневной носки, пляжная  одежда и преимущественно деловая одежда для женщин (блузки, юбки и платья). Отличительные черты изделий Viva La Donna – изысканные кружева, классические силуэты и спокойные расцветки тканей. В большинстве моделей акцент сделан на линиях талии и бёдер, что позволяет подчеркнуть прелести женской фигуры. В одежде Viva La Donna каждая прелестница может почувствовать себя яркой и сексуальной.</p>";Россия;html
572;"Sergio Dallini";"<p>Sergio Dallini – итальянский бренд нательного белья, зашедший на российский рынок в 2017 году. Мужские трусы Sergio Dallini гарантируют комфортную посадку по фигуре за счёт отсутствия боковых швов, лазерной обработки всех швов и использования дышащих, приятных к телу тканей на основе хлопка и вискозы. В начале 2019 года компания презентовала новую коллекцию, в которую впервые вошли модели женских трусиков для повседневной носки и высокие мужские носки. Премиальное качество, благородное сочетание цветовых оттенков, анатомический крой – всё это сделало премиум-коллекцию белья Sergio Dallini востребованной на российском бельевом рынке.</p>";Италия;html
573;Tuosite;"<p>Коллекция нижнего белья Tuosite – выбор молодых, активных людей, не приемлющих жёстких стандартов. В трусиках Tuosite слились комфорт, практичность и непревзойдённая яркость! Смелые расцветки притягивают взгляд и прямо заявляют о задорном характере своего владельца. Молодёжная коллекция Tuosite производится  из легких дышащих тканей на основе хлопка, отличается бесшовным пошивом и смелым, эксклюзивным, ультра ярким дизайном. Трусы Tuosite – отличный вариант на каждый день для яркого тебя!</p>";Китай;html
574;Sensation;"<p>На пляже полупрозрачное парео – незаменимая и многофункциональная вещица. В него можно закутаться, чтобы дойти в мокром купальнике от пляжа до отеля. Им можно укрыться для защиты от загара. А сколько существует способов для превращения этого невесомого отреза ткани в платье, юбку, тунику или головной убор! С парео от Sensation, отличающихся яркими расцветками и романтичными принтами (с цветами, волнами или морскими обитателями), вы будете неотразимой как на пляже, так и по дороге к нему! Создайте свой неповторимый sea-look вместе с Sensation!</p>";Китай;html
575;Sensis;;Польша;html
576;Mia&Mia;"<p>На российском бельевом рынке итальянский бренд Mia&Mia появился более 10 лет назад. Высочайшее качество тканей и пошива, уникальные принты и текстура, идеальная посадка по фигуре, дорогая фурнитура и кружева, итальянский стиль, богатый ассортимент – всё это делает Mia&Mia одним из лидеров индустрии. </p>";Италия;html
578;"Doctor Nap";"<p>Компания Doctor Nap, ранее известная как Dobranocka, является лидером в разработке пижам и домашней одежды в Польше. Более 20 лет Doctor Nap выпускает женскую и мужскую одежду для сна и дома: халаты, пижамы, сорочки, костюмы, рубашки и платья. Для производства используются хлопковые ткани, велюр, а также приятная к телу вискоза, при этом готовые изделия ориентированы на молодежь и средний возраст. Забавные принты, интересные расцветки, безупречный крой и комфорт при носке – всё это делает бельё и одежду Doctor Nap любимой и узнаваемой у российских покупателей.</p>";Польша;html
